YEAR,FIPSSTCO,COUNTYNAME,ATTRIBUTES,MEASURE,VALUE
YR_2011,06071,San Bernardino,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Sex=Male,Total number of discharges,87507.0000000000
YR_2011,06071,San Bernardino,Sex=Male,Rate of discharges per 100000 population,8547.9260971240
YR_2011,06071,San Bernardino,Sex=Male,Mean length of stay days,4.6134065454
YR_2011,06071,San Bernardino,Sex=Male,Aggregate number of days in the hospital,403705.3665695190
YR_2011,06071,San Bernardino,Sex=Male,Number of inpatient days per 100000 population,39435.0582061848
YR_2011,06071,San Bernardino,Sex=Male,Mean cost per stay $,13214.2995644217
YR_2011,06071,San Bernardino,Sex=Male,Aggregate costs for all hospital stays $,1156343711.9838500000
YR_2011,06071,San Bernardino,Sex=Male,Costs for inpatient stays per capita $,1129.5485610194
YR_2011,06071,San Bernardino,Sex=Female,Total number of discharges,128116.0000000000
YR_2011,06071,San Bernardino,Sex=Female,Rate of discharges per 100000 population,12609.3709093558
YR_2011,06071,San Bernardino,Sex=Female,Mean length of stay days,3.8447757310
YR_2011,06071,San Bernardino,Sex=Female,Aggregate number of days in the hospital,492577.2875509260
YR_2011,06071,San Bernardino,Sex=Female,Number of inpatient days per 100000 population,48480.2032552844
YR_2011,06071,San Bernardino,Sex=Female,Mean cost per stay $,9991.8871185532
YR_2011,06071,San Bernardino,Sex=Female,Aggregate costs for all hospital stays $,1280120610.0805600000
YR_2011,06071,San Bernardino,Sex=Female,Costs for inpatient stays per capita $,1259.9141076225
YR_2011,06071,San Bernardino,Sex=Missing,Total number of discharges,18.0000000000
YR_2011,06071,San Bernardino,Sex=Missing,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Sex=Missing,Mean length of stay days,2.3333333333
YR_2011,06071,San Bernardino,Sex=Missing,Aggregate number of days in the hospital,42.0000000000
YR_2011,06071,San Bernardino,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Sex=Missing,Mean cost per stay $,4183.5610717795
YR_2011,06071,San Bernardino,Sex=Missing,Aggregate costs for all hospital stays $,75304.0992920304
YR_2011,06071,San Bernardino,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Medicare,Total number of discharges,57390.0000000000
YR_2011,06071,San Bernardino,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Medicare,Mean length of stay days,4.9620100934
YR_2011,06071,San Bernardino,Payer=Medicare,Aggregate number of days in the hospital,284769.7592582700
YR_2011,06071,San Bernardino,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Medicare,Mean cost per stay $,14863.5651670724
YR_2011,06071,San Bernardino,Payer=Medicare,Aggregate costs for all hospital stays $,853020004.9382849900
YR_2011,06071,San Bernardino,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Medicaid,Total number of discharges,67689.0000000000
YR_2011,06071,San Bernardino,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Medicaid,Mean length of stay days,4.2169246553
YR_2011,06071,San Bernardino,Payer=Medicaid,Aggregate number of days in the hospital,285439.4129896160
YR_2011,06071,San Bernardino,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Medicaid,Mean cost per stay $,8915.7268410467
YR_2011,06071,San Bernardino,Payer=Medicaid,Aggregate costs for all hospital stays $,603496634.1436120300
YR_2011,06071,San Bernardino,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Private insurance,Total number of discharges,68982.0000000000
YR_2011,06071,San Bernardino,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Private insurance,Mean length of stay days,3.4597935965
YR_2011,06071,San Bernardino,Payer=Private insurance,Aggregate number of days in the hospital,238663.4818725590
YR_2011,06071,San Bernardino,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Private insurance,Mean cost per stay $,10912.4642574224
YR_2011,06071,San Bernardino,Payer=Private insurance,Aggregate costs for all hospital stays $,752763609.4055140000
YR_2011,06071,San Bernardino,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Uninsured,Total number of discharges,11024.0000000000
YR_2011,06071,San Bernardino,Payer=Uninsured,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Uninsured,Mean length of stay days,3.5371008708
YR_2011,06071,San Bernardino,Payer=Uninsured,Aggregate number of days in the hospital,38993.0000000000
YR_2011,06071,San Bernardino,Payer=Uninsured,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Uninsured,Mean cost per stay $,8620.6873101013
YR_2011,06071,San Bernardino,Payer=Uninsured,Aggregate costs for all hospital stays $,95034456.9065566960
YR_2011,06071,San Bernardino,Payer=Uninsured,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Other,Total number of discharges,10542.0000000000
YR_2011,06071,San Bernardino,Payer=Other,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Other,Mean length of stay days,4.5795864162
YR_2011,06071,San Bernardino,Payer=Other,Aggregate number of days in the hospital,48278.0000000000
YR_2011,06071,San Bernardino,Payer=Other,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Other,Mean cost per stay $,12503.7383018730
YR_2011,06071,San Bernardino,Payer=Other,Aggregate costs for all hospital stays $,131814409.1783449900
YR_2011,06071,San Bernardino,Payer=Other,Costs for inpatient stays per capita $,†
YR_2011,06071,San Bernardino,Payer=Missing,Total number of discharges,14.0000000000
YR_2011,06071,San Bernardino,Payer=Missing,Rate of discharges per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Missing,Mean length of stay days,12.9285714286
YR_2011,06071,San Bernardino,Payer=Missing,Aggregate number of days in the hospital,181.0000000000
YR_2011,06071,San Bernardino,Payer=Missing,Number of inpatient days per 100000 population,†
YR_2011,06071,San Bernardino,Payer=Missing,Mean cost per stay $,29322.2565275926
YR_2011,06071,San Bernardino,Payer=Missing,Aggregate costs for all hospital stays $,410511.5913862970
YR_2011,06071,San Bernardino,Payer=Missing,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Yuba,Total number of discharges,8154.0000000000
YR_2011,06115,Yuba,Yuba,Rate of discharges per 100000 population,11255.1244357944
YR_2011,06115,Yuba,Yuba,Mean length of stay days,4.0620554329
YR_2011,06115,Yuba,Yuba,Aggregate number of days in the hospital,33122.0000000000
YR_2011,06115,Yuba,Yuba,Number of inpatient days per 100000 population,45718.9393625685
YR_2011,06115,Yuba,Yuba,Mean cost per stay $,11575.1301303290
YR_2011,06115,Yuba,Yuba,Aggregate costs for all hospital stays $,94383611.0827026070
YR_2011,06115,Yuba,Yuba,Costs for inpatient stays per capita $,1302.7952997737
YR_2011,06115,Yuba,Age group=<1,Total number of discharges,1326.0000000000
YR_2011,06115,Yuba,Age group=<1,Rate of discharges per 100000 population,101144.1647597250
YR_2011,06115,Yuba,Age group=<1,Mean length of stay days,2.9871794872
YR_2011,06115,Yuba,Age group=<1,Aggregate number of days in the hospital,3961.0000000000
YR_2011,06115,Yuba,Age group=<1,Number of inpatient days per 100000 population,302135.7742181540
YR_2011,06115,Yuba,Age group=<1,Mean cost per stay $,5110.8495053702
YR_2011,06115,Yuba,Age group=<1,Aggregate costs for all hospital stays $,6776986.4441208905
YR_2011,06115,Yuba,Age group=<1,Costs for inpatient stays per capita $,5169.3260443333
YR_2011,06115,Yuba,Age group=1-17,Total number of discharges,353.0000000000
YR_2011,06115,Yuba,Age group=1-17,Rate of discharges per 100000 population,1771.4658503538
YR_2011,06115,Yuba,Age group=1-17,Mean length of stay days,3.1019830028
YR_2011,06115,Yuba,Age group=1-17,Aggregate number of days in the hospital,1095.0000000000
YR_2011,06115,Yuba,Age group=1-17,Number of inpatient days per 100000 population,5495.0569578963
YR_2011,06115,Yuba,Age group=1-17,Mean cost per stay $,10331.8466632359
YR_2011,06115,Yuba,Age group=1-17,Aggregate costs for all hospital stays $,3647141.8721222598
YR_2011,06115,Yuba,Age group=1-17,Costs for inpatient stays per capita $,183.0251353501
YR_2011,06115,Yuba,Age group=18-44,Total number of discharges,2250.0000000000
YR_2011,06115,Yuba,Age group=18-44,Rate of discharges per 100000 population,8171.4181950245
YR_2011,06115,Yuba,Age group=18-44,Mean length of stay days,3.0373333333
YR_2011,06115,Yuba,Age group=18-44,Aggregate number of days in the hospital,6834.0000000000
YR_2011,06115,Yuba,Age group=18-44,Number of inpatient days per 100000 population,24819.3208643545
YR_2011,06115,Yuba,Age group=18-44,Mean cost per stay $,8443.5989890203
YR_2011,06115,Yuba,Age group=18-44,Aggregate costs for all hospital stays $,18998097.7252958010
YR_2011,06115,Yuba,Age group=18-44,Costs for inpatient stays per capita $,689.9617841037
YR_2011,06115,Yuba,Age group=45-64,Total number of discharges,2064.0000000000
YR_2011,06115,Yuba,Age group=45-64,Rate of discharges per 100000 population,12469.0388449224
YR_2011,06115,Yuba,Age group=45-64,Mean length of stay days,4.8095930233
YR_2011,06115,Yuba,Age group=45-64,Aggregate number of days in the hospital,9927.0000000000
YR_2011,06115,Yuba,Age group=45-64,Number of inpatient days per 100000 population,59971.0022352444
YR_2011,06115,Yuba,Age group=45-64,Mean cost per stay $,15827.7287929965
YR_2011,06115,Yuba,Age group=45-64,Aggregate costs for all hospital stays $,32668432.2287447010
YR_2011,06115,Yuba,Age group=45-64,Costs for inpatient stays per capita $,1973.5656514677
YR_2011,06115,Yuba,Age group=65-84,Total number of discharges,2158.0000000000
YR_2011,06115,Yuba,Age group=65-84,Rate of discharges per 100000 population,30304.7324813931
YR_2011,06115,Yuba,Age group=65-84,Mean length of stay days,5.2340129750
YR_2011,06115,Yuba,Age group=65-84,Aggregate number of days in the hospital,11295.0000000000
YR_2011,06115,Yuba,Age group=65-84,Number of inpatient days per 100000 population,158615.3630108130
YR_2011,06115,Yuba,Age group=65-84,Mean cost per stay $,14952.1828288378
YR_2011,06115,Yuba,Age group=65-84,Aggregate costs for all hospital stays $,32266810.5446321000
YR_2011,06115,Yuba,Age group=65-84,Costs for inpatient stays per capita $,4531.2190064081
YR_2011,06115,Yuba,Age group=Missing,Total number of discharges,†
YR_2011,06115,Yuba,Age group=Missing,Rate of discharges per 100000 population,†
YR_2011,06115,Yuba,Age group=Missing,Mean length of stay days,†
YR_2011,06115,Yuba,Age group=Missing,Aggregate number of days in the hospital,†
YR_2011,06115,Yuba,Age group=Missing,Number of inpatient days per 100000 population,†
YR_2011,06115,Yuba,Age group=Missing,Mean cost per stay $,†
YR_2011,06115,Yuba,Age group=Missing,Aggregate costs for all hospital stays $,†
YR_2011,06115,Yuba,Age group=Missing,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Sex=Male,Total number of discharges,3344.0000000000
YR_2011,06115,Yuba,Sex=Male,Rate of discharges per 100000 population,9207.3019631598
YR_2011,06115,Yuba,Sex=Male,Mean length of stay days,4.4691985646
YR_2011,06115,Yuba,Sex=Male,Aggregate number of days in the hospital,14945.0000000000
YR_2011,06115,Yuba,Sex=Male,Number of inpatient days per 100000 population,41149.2607175308
YR_2011,06115,Yuba,Sex=Male,Mean cost per stay $,13345.8041968685
YR_2011,06115,Yuba,Sex=Male,Aggregate costs for all hospital stays $,44628369.2343282030
YR_2011,06115,Yuba,Sex=Male,Costs for inpatient stays per capita $,1228.7884918177
YR_2011,06115,Yuba,Sex=Female,Total number of discharges,4810.0000000000
YR_2011,06115,Yuba,Sex=Female,Rate of discharges per 100000 population,13313.7732506643
YR_2011,06115,Yuba,Sex=Female,Mean length of stay days,3.7790020790
YR_2011,06115,Yuba,Sex=Female,Aggregate number of days in the hospital,18177.0000000000
YR_2011,06115,Yuba,Sex=Female,Number of inpatient days per 100000 population,50312.7767936227
YR_2011,06115,Yuba,Sex=Female,Mean cost per stay $,10344.1251244022
YR_2011,06115,Yuba,Sex=Female,Aggregate costs for all hospital stays $,49755241.8483743970
YR_2011,06115,Yuba,Sex=Female,Costs for inpatient stays per capita $,1377.1933638279
YR_2011,06115,Yuba,Sex=Missing,Total number of discharges,†
YR_2011,06115,Yuba,Sex=Missing,Rate of discharges per 100000 population,†
YR_2011,06115,Yuba,Sex=Missing,Mean length of stay days,†
YR_2011,06115,Yuba,Sex=Missing,Aggregate number of days in the hospital,†
YR_2011,06115,Yuba,Sex=Missing,Number of inpatient days per 100000 population,†
YR_2011,06115,Yuba,Sex=Missing,Mean cost per stay $,†
YR_2011,06115,Yuba,Sex=Missing,Aggregate costs for all hospital stays $,†
YR_2011,06115,Yuba,Sex=Missing,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Payer=Medicare,Total number of discharges,2594.0000000000
YR_2011,06115,Yuba,Payer=Medicare,Rate of discharges per 100000 population,†
YR_2011,06115,Yuba,Payer=Medicare,Mean length of stay days,5.2436391673
YR_2011,06115,Yuba,Payer=Medicare,Aggregate number of days in the hospital,13602.0000000000
YR_2011,06115,Yuba,Payer=Medicare,Number of inpatient days per 100000 population,†
YR_2011,06115,Yuba,Payer=Medicare,Mean cost per stay $,15418.7770377374
YR_2011,06115,Yuba,Payer=Medicare,Aggregate costs for all hospital stays $,39996307.6358909010
YR_2011,06115,Yuba,Payer=Medicare,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Payer=Medicaid,Total number of discharges,2833.0000000000
YR_2011,06115,Yuba,Payer=Medicaid,Rate of discharges per 100000 population,†
YR_2011,06115,Yuba,Payer=Medicaid,Mean length of stay days,3.5372396753
YR_2011,06115,Yuba,Payer=Medicaid,Aggregate number of days in the hospital,10021.0000000000
YR_2011,06115,Yuba,Payer=Medicaid,Number of inpatient days per 100000 population,†
YR_2011,06115,Yuba,Payer=Medicaid,Mean cost per stay $,9025.2137635895
YR_2011,06115,Yuba,Payer=Medicaid,Aggregate costs for all hospital stays $,25568430.5922492000
YR_2011,06115,Yuba,Payer=Medicaid,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Payer=Private insurance,Total number of discharges,1528.0000000000
YR_2011,06115,Yuba,Payer=Private insurance,Rate of discharges per 100000 population,†
YR_2011,06115,Yuba,Payer=Private insurance,Mean length of stay days,3.1708115183
YR_2011,06115,Yuba,Payer=Private insurance,Aggregate number of days in the hospital,4845.0000000000
YR_2011,06115,Yuba,Payer=Private insurance,Number of inpatient days per 100000 population,†
YR_2011,06115,Yuba,Payer=Private insurance,Mean cost per stay $,9934.7196571094
YR_2011,06115,Yuba,Payer=Private insurance,Aggregate costs for all hospital stays $,15180251.6360631010
YR_2011,06115,Yuba,Payer=Private insurance,Costs for inpatient stays per capita $,†
YR_2011,06115,Yuba,Payer=Uninsured,Total number of discharges,497.0000000000
YR_2011,06115,Yuba,Payer=Uninsured,Rate of discharges per 100000 population,†
